,learner_id,grades,nationality,writing_id,levels,unit,topic_id,topic_text,passage,query_sentence
105,67680,100.0,kw,449611,4,1,25,Writing about what you do,"
      I'm Nayef and I'm a programmer. I work for an oil company. My job is interesting and exciting because every day I learn something new. Sometimes it's difficult because I have to work long hours. I usually have meetings, sometimes write emails, and sometimes go on business trips. I never talk on the phone or help people.
    ",Sometimes it 's difficult because I have to work long hours .
106,147027,60.0,sa,452371,4,2,26,Describing routines,"
      Sean plays football every afternoon. plays computer games at 7 pm every evening. watches movies on sunday at 8 pm. Ganny Does irroning on Tuesday in the aftenoon. Does gardening in the morning. sets the tabel at 7 pm. You feed the dog at 7 am every day. walk the dog in the afternoon. feed the dog again at 5 pm every day.
    ",plays computer games at 7 pm every evening .
107,147027,60.0,sa,452371,4,2,26,Describing routines,"
      Sean plays football every afternoon. plays computer games at 7 pm every evening. watches movies on sunday at 8 pm. Ganny Does irroning on Tuesday in the aftenoon. Does gardening in the morning. sets the tabel at 7 pm. You feed the dog at 7 am every day. walk the dog in the afternoon. feed the dog again at 5 pm every day.
    ",Does gardening in the morning .
108,147027,60.0,sa,452371,4,2,26,Describing routines,"
      Sean plays football every afternoon. plays computer games at 7 pm every evening. watches movies on sunday at 8 pm. Ganny Does irroning on Tuesday in the aftenoon. Does gardening in the morning. sets the tabel at 7 pm. You feed the dog at 7 am every day. walk the dog in the afternoon. feed the dog again at 5 pm every day.
    ",sets the tabel at 7 pm .
109,43443,80.0,sa,453103,2,3,11,Writing a weather guide for your city,"
      Hot and sunny JeddahIn Jeddah, KSA, summer starts in April . is sunny and very hot , we play soccer and go swimming , In winter it's cold and sometime rainy , In Autumn and spring are both cool,we wear in winter big coats , sweaters , and hats.
    ","is sunny and very hot , we play soccer and go swimming , In winter it 's cold and sometime rainy , In Autumn and spring are both cool , we wear in winter big coats , sweaters , and hats ."
110,99033,94.0,sa,456762,4,2,26,Describing routines,"
      Sean Plays basketball everyday in the . Plays computer at 6pm in the , everyday. Watches movies on s at 5pm in the afternoon. Granny Does the on Tuesday afternoon. Does gardening in the . Sets the at 6pm every evening.
    ","Plays computer at 6pm in the , everyday ."
111,99033,94.0,sa,456762,4,2,26,Describing routines,"
      Sean Plays basketball everyday in the . Plays computer at 6pm in the , everyday. Watches movies on s at 5pm in the afternoon. Granny Does the on Tuesday afternoon. Does gardening in the . Sets the at 6pm every evening.
    ",Does gardening in the .
112,99033,94.0,sa,456762,4,2,26,Describing routines,"
      Sean Plays basketball everyday in the . Plays computer at 6pm in the , everyday. Watches movies on s at 5pm in the afternoon. Granny Does the on Tuesday afternoon. Does gardening in the . Sets the at 6pm every evening.
    ",Sets the at 6pm every evening .
113,92754,100.0,sa,457526,2,2,10,Writing a birthday invitation,"
      Hi Im 34 on Sunday. Im having a party at my house. Lets eat cake, watch TV and listen to music. The party starts at 8:30. Hope you can come Waleed
    ","Lets eat cake , watch TV and listen to music ."
114,55046,98.0,eg,458476,2,2,10,Writing a birthday invitation,"
      AMANY INVITES YOU TO HER BIRTHDAY PARTY Im 30 on Saturday, may 3rd. Im having a party at my house garden. Lets eat cake, dance and sing. Its starts at 7 oclock. Hope you can come!
    ","Lets eat cake , dance and sing ."
115,91386,100.0,sa,470201,2,1,9,Describing your favorite day,"
      Hi,My names John. Im thirty-one years old. Im a teacher.My favorite day is Saturday. On Saturday, I get up at 9:30 oclock. I have a shower and brush my teeth. I have breakfast at 10 oclock.br/>In the morning, I play soccer. I have lunch at 12. In the afternoon, I meet friends. We have dinner in a restaurant. At night, we go to the movies. I go to bed at 11 oclock.I love Saturday! See you!
    ",Im a teacher.My favorite day is Saturday .
116,91386,97.0,sa,470216,4,1,25,Writing about what you do,"
      Hi, My names John. Im thirty years old. Im a manager. I work on the office. I like my job. Its interesting, but its very difficult too. I often have meetings and always write emails. Sometimes I have business trips. Usually I talk on the phone a lot with my employees. I really work long hours and never take breaks.
    ",Im a manager .
117,90926,92.0,sa,473437,2,1,9,Describing your favorite day,"
      Im Nesreen. Im thirty-three years old. Im a housewife. My favorite day is Sunday.On Sunday morning I get up at 9 oclock. I have a shower and brush my teeth. At 9:30 I have tea and toast for breakfast. I read some books. In the afternoon, I have my lunch with my husband. At 4 oclock, I go for shopping. In the evening, I go home. Then I have dinner. At night, I meet my friends to go to a party. I go to bed at 11 oclock.What about your favorite day?
    ",Im a housewife .
118,170282,95.0,sa,473626,4,1,25,Writing about what you do,"
      My name's Abdullah. I'm a medical records Technician. My job is difficult and interesting because I help patients to get thier medical files in doctor's clinic. He sees them and discuss with them about thier healthy managment an plan. Sometimes I have meetings with my boss. Always I take breaks. When I finsh work I feel tired.
    ",Always I take breaks .
119,62672,68.0,sa,478547,4,2,26,Describing routines,"
      Ibtihal walks the dog every morning. plays the basketball every day.  washes dishes after every mell. reads newspaper on friday morning. watches  TV every evening.
    ",plays the basketball every day .
120,62672,68.0,sa,478547,4,2,26,Describing routines,"
      Ibtihal walks the dog every morning. plays the basketball every day.  washes dishes after every mell. reads newspaper on friday morning. watches  TV every evening.
    ",reads newspaper on friday morning .
121,134715,98.0,eg,479631,2,2,10,Writing a birthday invitation,"
      Mustafa Birthday. Hi! Im 27 on Saturday. Im having a party at my house. Lets eat cake, dance and sing. The party starts at 6:30. Hope you can come! Mustaf
    ","Lets eat cake , dance and sing ."
122,37287,95.0,kw,480083,4,2,26,Describing routines,"
      Mr housekeeper ,This letter about routine my dogs . Everyday you feed the dog at 8 o'clock , you walk the dog in the afternoon .In 5pm everyday feeds the dag again .Granny usually do the laundry on Tuesday afternoon . sometime do the gardening in the morning . Always she sets the table at 6pm.Sean sometime plays basketball every afternoon always plays computer games at 6pm . Usually watches movies on saturday at 5pm.
    ",Always she sets the table at 6pm.Sean sometime plays basketball every afternoon always plays computer games at 6pm .
123,25512,91.0,sa,481464,4,2,26,Describing routines,"
      Ali Plays tennis every weekend. Does the laundery on sunday. Does the garden once a a year. Fahad Goes shooping once a month. Plays guitar every day. Does yoga on sunday. Me do the iron every week eat out on saturday surf the Internet on afternoon never walk the dog go for run every night
    ",Does the laundery on sunday .
124,25512,91.0,sa,481464,4,2,26,Describing routines,"
      Ali Plays tennis every weekend. Does the laundery on sunday. Does the garden once a a year. Fahad Goes shooping once a month. Plays guitar every day. Does yoga on sunday. Me do the iron every week eat out on saturday surf the Internet on afternoon never walk the dog go for run every night
    ",Does the garden once a a year .
125,108861,91.0,sa,481503,1,7,7,Writing labels for a clothing store,"
      Zaina Summer Sale Blue shoes 20$. Short orange dress 12 $. Two bags 30 $. Any shirt 15$. Skirts 9$. Zaina, good clothes and good price.
    ",Skirts 9 $ .
126,172797,89.0,sa,485031,1,5,5,Updating your online profile,"
      Hello My name is Mona. Iam twenty-six .live in saudi. Iam a teacher . I work in secondary school . I like my job. Mona yatimt bay
    ",Iam a teacher .
127,46310,88.0,sa,485175,4,1,25,Writing about what you do,"
      my name is Nouf, i'm a flight attendant, i love my wrk, i don't have a breaks but it's ok, i help people and they help me, l go to a lot  places  it's funney. sometimes it's hard because i don't sit at a desk and i work long hours.
    ",sometimes it 's hard because i do n't sit at a desk and i work long hours .
128,110511,85.0,ae,489712,1,8,8,Making a dinner party menu,"
      Hello! I will cook chicken with tomato souse and some pieces of potatoes, but my other friend doesn't like chicken and he hates potato, therefore I shall make beef and some of peas. The dessert will be fruit ice cream because all of us love it. Thanks a lot. Omar.
    ",Thanks a lot .
129,110511,100.0,ae,489726,3,6,22,Writing your online profile,"
      Name: Omar Age: 37 Birthday: October 25th Like doing: reading, surfing internet, chatting, shopping. Lives: Dubai, United Arab Emirates. Favorite: Season: spring Time: morning Day: Thursday color: white
    ","Lives : Dubai , United Arab Emirates ."
130,154213,94.0,sa,490284,5,1,33,Planning to attend a music festival,"
      Hi mom and dad ,l'm going to attend a big music festival . Most of visitors sleep in tents . It's cheap and safe. we're talking a tent , flashlight and raincoat.I'm taking tent, sleeping bag, soap, towels, sunscreen, sunglasses, T-shirts, shorts and sweater.The weather is usually warm but it's not hot . Sometimes it rains so bring raincoat and suncreen. The cost of the ticket is cheep . One ticket allows you to see all the bands .There are different kinds of music as rock, dance, pop and more .You can watch it at any time you like.
    ",Sometimes it rains so bring raincoat and suncreen .
131,124247,78.0,sy,491505,1,4,4,Describing your family in an email,"
      Hi My name is Muhammad. I'm thirty years old.I'm from Syria, i live in Dubai, Emirates.I have  big family. there are nine people in my family.My mother, two brother and two sister. My big sister her name Fatema. is married. she is twenty-eight years old.Her husband named Yahia. is thirty-two years old.My sister. she has three children. Her middle son  named Muhammad also. is eight years old. he very kind and smart.I like him.See you.Muhammad
    ",is married .
132,124247,78.0,sy,491505,1,4,4,Describing your family in an email,"
      Hi My name is Muhammad. I'm thirty years old.I'm from Syria, i live in Dubai, Emirates.I have  big family. there are nine people in my family.My mother, two brother and two sister. My big sister her name Fatema. is married. she is twenty-eight years old.Her husband named Yahia. is thirty-two years old.My sister. she has three children. Her middle son  named Muhammad also. is eight years old. he very kind and smart.I like him.See you.Muhammad
    ",is thirty-two years old.My sister .
133,124247,78.0,sy,491505,1,4,4,Describing your family in an email,"
      Hi My name is Muhammad. I'm thirty years old.I'm from Syria, i live in Dubai, Emirates.I have  big family. there are nine people in my family.My mother, two brother and two sister. My big sister her name Fatema. is married. she is twenty-eight years old.Her husband named Yahia. is thirty-two years old.My sister. she has three children. Her middle son  named Muhammad also. is eight years old. he very kind and smart.I like him.See you.Muhammad
    ",is eight years old .
134,94068,96.0,sa,492781,2,2,10,Writing a birthday invitation,"
      Hi! Im 20 on Saturday. Im having a party at my house. Lets eat cake, dance and sing. The party starts at 8:10. Hope you can come! Ahlam
    ","Lets eat cake , dance and sing ."
135,85867,85.0,sa,492828,1,5,5,Updating your online profile,"
      Hi ! my names haneen shtiwy. Im nineteen years old. Im from palestine, but i live in jeddah, saudi arabia. Im a teachar iworks english teach. I dont like my jop.
    ",Im a teachar iworks english teach .
136,85867,89.0,sa,492838,2,8,16,Describing your family's eating habits,"
      My name is haneen. Im from china. Im a teacher. i have sisters she name is hala.
    ",Im a teacher .
137,149467,100.0,sa,493252,2,2,10,Writing a birthday invitation,"
      Hi! Im 37 on Monday, December 31. Im having a party at my house. Lets eat cake, dance and sing. Don't buy an expensive present. The party starts at 7:00. Hope you can come! Mohammed
    ","Lets eat cake , dance and sing ."
138,34290,87.0,ae,496315,4,2,26,Describing routines,"
      Dana Cleans the house every day. Cooks the food and put in revregerator. Washes the dishes and dry. Makes gardening every week. Walks the dog every day. Puts for him milk and his fevarite food. Washes the dog fur on Saturday and taks him to the bed at 7o'clock evening.
    ",Washes the dishes and dry .
139,34290,87.0,ae,496315,4,2,26,Describing routines,"
      Dana Cleans the house every day. Cooks the food and put in revregerator. Washes the dishes and dry. Makes gardening every week. Walks the dog every day. Puts for him milk and his fevarite food. Washes the dog fur on Saturday and taks him to the bed at 7o'clock evening.
    ",Walks the dog every day .
140,34290,87.0,ae,496315,4,2,26,Describing routines,"
      Dana Cleans the house every day. Cooks the food and put in revregerator. Washes the dishes and dry. Makes gardening every week. Walks the dog every day. Puts for him milk and his fevarite food. Washes the dog fur on Saturday and taks him to the bed at 7o'clock evening.
    ",Washes the dog fur on Saturday and taks him to the bed at 7o'clock evening .
141,39484,90.0,sa,504980,2,2,10,Writing a birthday invitation,"
      Hi! Im 18 on Saturday. Im having a party at my house. Lets eat cake, dance and sing. The party starts at 7:30. Hope you can come! Bahaa
    ","Lets eat cake , dance and sing ."
142,80780,92.0,om,508146,4,2,26,Describing routines,"
      Dear, housekeeper hi , how are you ? I will write for you what we do in the house. First , i will told you about sean . He plays basketball every afternoon . he plays computer games at 6 pm . Also he watches movies on saturdays at 5 pm . Second , told you about Granny. She does laundry on Tuesday afternoon. She does gardening in the moring . And she sets the table at 6 pm . finally , told you about me . I feed the dog at 8 am every day . I walk the dog in the afternoon . And i feed the dog again at 5 pm every day . Thes what we do . Thanks best weshes
    ",Thes what we do .
143,81869,96.0,ae,508301,4,2,26,Describing routines,"
      Sean Plays basketball every day at 4pm. Watch movies with her friends every saturday . Plays computer games at 7am. Granny Sets the table at 6:30am . Does the laundry and ironing the clothes every tuesday . Does the gardening every day . Me Feed the dog at 5am every day . Walk with the dog every morning at 7am . Play with the dog in afternoon every day . Feed the dog again at 6:45pm .
    ",Plays computer games at 7am .
144,81869,96.0,ae,508301,4,2,26,Describing routines,"
      Sean Plays basketball every day at 4pm. Watch movies with her friends every saturday . Plays computer games at 7am. Granny Sets the table at 6:30am . Does the laundry and ironing the clothes every tuesday . Does the gardening every day . Me Feed the dog at 5am every day . Walk with the dog every morning at 7am . Play with the dog in afternoon every day . Feed the dog again at 6:45pm .
    ",Does the laundry and ironing the clothes every tuesday .
145,81869,96.0,ae,508301,4,2,26,Describing routines,"
      Sean Plays basketball every day at 4pm. Watch movies with her friends every saturday . Plays computer games at 7am. Granny Sets the table at 6:30am . Does the laundry and ironing the clothes every tuesday . Does the gardening every day . Me Feed the dog at 5am every day . Walk with the dog every morning at 7am . Play with the dog in afternoon every day . Feed the dog again at 6:45pm .
    ",Does the gardening every day .
146,33839,75.0,jo,510173,4,2,26,Describing routines,"
      omar plays tennis on friday morning. plays computer games on the evening. mops the floor every week. mike washes the dishes on tuesday at night . does laundry on thursday afternoon. watches TV at 8pm Me go jogging every day. do yoga at 6am . listen to music every day. set the table at 5pm. do the gardening.
    ",plays computer games on the evening .
147,33839,75.0,jo,510173,4,2,26,Describing routines,"
      omar plays tennis on friday morning. plays computer games on the evening. mops the floor every week. mike washes the dishes on tuesday at night . does laundry on thursday afternoon. watches TV at 8pm Me go jogging every day. do yoga at 6am . listen to music every day. set the table at 5pm. do the gardening.
    ",mops the floor every week .
148,33839,75.0,jo,510173,4,2,26,Describing routines,"
      omar plays tennis on friday morning. plays computer games on the evening. mops the floor every week. mike washes the dishes on tuesday at night . does laundry on thursday afternoon. watches TV at 8pm Me go jogging every day. do yoga at 6am . listen to music every day. set the table at 5pm. do the gardening.
    ",does laundry on thursday afternoon .
149,56425,95.0,ae,512183,2,3,11,Writing a weather guide for your city,"
      I live in london .  is beautiful in spring, summer, autumn and winter. In sum the weather is warm and sunny. In winter it's cold and simetimes snows. autumn and sprig is sometimes cloudy.
    ","is beautiful in spring , summer , autumn and winter ."
150,79124,96.0,ye,516578,2,2,10,Writing a birthday invitation,"
      Hi! Im 18 on Sunday. Im having a party at my house. Lets eat cake, dance and sing. The party starts at 8:30. Hope you can come! nadia.
    ","Lets eat cake , dance and sing ."
151,150967,97.0,sa,524764,8,2,58,Reviewing a song for a website,"
      Actually, this is the first time I have heard about Josh Woodward . Home Improvement is smooth and emotional . It has a full arrangement and it has a light simple style with pleasant guitar work. This song shows some of the feeling of old home town life . Things are changing and not getting better anymore . I really like it because it touches my feeling . Sometimes we would rather not change things even though they are improved.
    ",Sometimes we would rather not change things even though they are improved .
152,65028,85.0,sa,531556,3,6,22,Writing your online profile,"
      Name: Fuad. Age: 34. Birthday: 14 October. Likes: swimmig and walking. Lives in: Yanbu, in Saudi Arabia. Favorite: season: spring. color: sky blue. animal: sorry, I don't like animals. time: morning. day: everyday. Number: one. I can swim but I can't play soccer!
    ","Lives in : Yanbu , in Saudi Arabia ."
153,125999,94.0,ae,533324,12,1,89,Turning down an invitation,"
      Dear Graham, Thank you very much for your invitation for dinner, but I am afraid me and my wife won't be able to make it as you know tomorrow is my mother in law's birthday and we really have to go there. I hope you will understand that. Why don't you and Lucy join us at some day next week may be Saturday. Is Saturday good for you. Hope to hear positive from you and once again accept my apologies for not making tomorrow's dinner. Regards,
    ",Is Saturday good for you .
154,22953,93.0,sa,535555,2,2,10,Writing a birthday invitation,"
      hi i'm 21 years old on sunday. my birthday party will be at my home. lets eat cake sing song and dance. the party start at 8:30 at night . hope your come. zyad
    ",lets eat cake sing song and dance .
155,21096,45.0,sa,535785,1,6,6,Signing up for a dating website,"
      My name&quot;s Amjad . I&quot;m 20 years old . Geordies search for missing the Internet and high-speed . Contains special recipes : not broad nor bgosairh contain multimedia and mony site and has severed colors including red , green and yello. If he found one please tell me. xxx@hotmail.com
    ",Geordies search for missing the Internet and high-speed .
156,21096,45.0,sa,535785,1,6,6,Signing up for a dating website,"
      My name&quot;s Amjad . I&quot;m 20 years old . Geordies search for missing the Internet and high-speed . Contains special recipes : not broad nor bgosairh contain multimedia and mony site and has severed colors including red , green and yello. If he found one please tell me. xxx@hotmail.com
    ","Contains special recipes : not broad nor bgosairh contain multimedia and mony site and has severed colors including red , green and yello ."
157,14568,99.0,sa,535886,2,2,10,Writing a birthday invitation,"
      Hi!Im 25 on Wednesday. Im having a big party at my house. Lets eat cake, play computer games, And watch movies.The party starts at 8:00.Don't forget the Birthday gift.Hope you can come! Saud
    ","Lets eat cake , play computer games , And watch movies.The party starts at 8:00.Do n't forget the Birthday gift.Hope you can come !"
158,67227,90.0,sa,547008,3,4,20,Giving directions to a party at home,"
      The Gnadriyah festival in K.S.A. is fabulous . People celebration of the legacy of the country for a week. they wear old clothes ,use old tools and make cooks popularity .People sining and dansing to the music of folk songs. This special festiveal and entertaining but noisy.
    ",is fabulous .
159,32977,95.0,sa,550021,2,2,10,Writing a birthday invitation,"
      Hi! Im 25 years old on Saturday. Im having a party at my house. Lets eat cake, dance and sing and listen to music. The party starts at 9:45. Hope you can come! saddam
    ","Lets eat cake , dance and sing and listen to music ."
160,125063,95.0,sa,550841,2,2,10,Writing a birthday invitation,"
      Hi! Ill be 24 years old on Saturday. Im having a party at my house. Lets eat cake, dance and sing. The party starts at 8 o'clock. Hope you can come! Maymona.
    ","Lets eat cake , dance and sing ."
161,125063,80.0,sa,550848,4,1,25,Writing about what you do,"
      I'm Maymona. I'm 24 years old. I'm from in Saudi Arabia. I'm a student. Next year, I'll be a manager. My studies are not easy. sometimes it's difficult. It's rewarding to business trips. I like studying  a manager. see you.
    ",sometimes it 's difficult .
162,168336,90.0,sa,551635,4,2,26,Describing routines,"
      plays basketball every afternoon. plays computer games at 6pm. Watches movies on saturday at 5pm. sets the table at 6pm
    ",plays computer games at 6pm .
163,71910,90.0,sa,573247,10,1,73,Helping a friend find a job,"
      Hi, Anna! I've found an absolutely amazing job for you. Let me tell you why you should apply. First of All, You will be responsible for preparing food for the animals and feed them on daily basis. Don't you love that? You love animals don't you? what a gorgeous job that'll be when you get the chance of working with creatures you adore. What's more intresting is the salary. You will get $50,000. Isn't that amazing. I think by far this might be the best salary you could ever get. That's not all. You'll  get full accident insurance, you know, just in case the lion bites your butt. Ha ha, just kidding. And you'll get 1 month holiday every year. The real surprise is that you'll get regular trips to Florida to observe wild crocodiles. wow, that exhilarating! Think well and don't lose the chance!%% love, Hanaa.
    ",Is n't that amazing .
164,98941,80.0,sa,591648,4,5,29,Writing a description of your family,"
      July 23,2013 Dear Amy Thanks you for inviting to your party. Thanks the lovely gift. The food at the party was tasty. Your home is nice. I hope to see you again soon. Sincerely. Alaa
    ",Thanks the lovely gift .
165,98941,90.0,sa,591651,5,2,34,Writing a holiday postcard,"
      My name is Alaa. I live in Jeddah,Saudi Arabia. Abha is the biggest aria in the country. Abah very beautiful, the weather is great. Abah is have animal, but is have more Monkey because there more Mountains, and more trees. Is really amazing city.
    ",Is really amazing city .
166,141376,90.0,sa,594973,4,5,29,Writing a description of your family,"
      I have a big family. I have my mother, my father, four sister's and two brothers. my parents are tall and thin. My mother has a short, black hair and my father has a short gray hair. My older two sister's are short . They have a long, curly, brown hair. My younger sister. is tall and thin. My brothers are also tall and thin.
    ",is tall and thin .
167,14344,90.0,sa,596841,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and  was directed by the famous Alfred Hitchcock.'Rear Window' is a dark story; like most Hitchcock movies. L.B. is played by James Stewart.L.B. is photographer, but his leg is broken.he has to stay home, so he watches his neighbors through their windows.I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil.I saw the remake in 1998, but it's not the same. Daryl Hannah' acting was dreadful!
    ",is played by James Stewart.L.B .
168,14344,90.0,sa,596841,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and  was directed by the famous Alfred Hitchcock.'Rear Window' is a dark story; like most Hitchcock movies. L.B. is played by James Stewart.L.B. is photographer, but his leg is broken.he has to stay home, so he watches his neighbors through their windows.I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil.I saw the remake in 1998, but it's not the same. Daryl Hannah' acting was dreadful!
    ","is photographer , but his leg is broken.he has to stay home , so he watches his neighbors through their windows.I felt sorry for his poor neighbors !"
169,14344,90.0,sa,596841,5,5,37,Filling out an insurance claim form,"
      I just saw 'Rear Window.' What an amazing movie! 'Rear Window' was made in 1954 and  was directed by the famous Alfred Hitchcock.'Rear Window' is a dark story; like most Hitchcock movies. L.B. is played by James Stewart.L.B. is photographer, but his leg is broken.he has to stay home, so he watches his neighbors through their windows.I felt sorry for his poor neighbors! Soon, L.B. begins using his camera to fight evil.I saw the remake in 1998, but it's not the same. Daryl Hannah' acting was dreadful!
    ","begins using his camera to fight evil.I saw the remake in 1998 , but it 's not the same ."
170,99677,90.0,sa,599304,1,5,5,Updating your online profile,"
      Hi! My names Nada. Im Twenty years old. Im a Teacher. I work at in University. Im from K S A. I live in Abha. Nada.
    ",Im a Teacher .
171,174328,95.0,sa,604111,2,1,9,Describing your favorite day,"
      HI , MY NAME IS AHMAD, I AM A SALESMAN , MY BEST DAY IS FRIDAY BECAUSE I DON'T HAVE WORK . ON FRIDAY I GET UP AT 11 O'CLOCK, I HAVE SHOWER AT 11:30 , AND I GO TO THE MOSQUE .%% IN THE AFTERNOON I HAVE LUNCH AT 1:30 , AND I WATCH TV . IN THE EVENING I PLAY FOOTBALL WITH MY FRIENDS, AND I HAVE DINNER WITH MY FAMILY AT 8 O'CLOCK . IN NIGHT I GO TO BED AT 11 O'CLOCK. OH .. I LOVE FRIDAY !
    ","IN THE EVENING I PLAY FOOTBALL WITH MY FRIENDS , AND I HAVE DINNER WITH MY FAMILY AT 8 O'CLOCK ."
172,152737,80.0,sa,604514,9,6,70,Asking for leave,"
      Saudi Arabia is an amazing country in spite of it has strange culture as people think. There are millions of muslims visit the holy capital city Makkah because of hajj. Unfortunately no one want visit Saudi Arabia because they have a wrong information about it. I heard a lot of people in Europe said &quot; Ohh, Saudi Arabia!! Terrorists people, backward people, they covered their women and don't respect them' In fact, women in Saudi Arabia are lucky, They like the queens on Europe, you can't touch strange woman I mean &quot; Woman not from your family &quot;. If you want get married you have to ask she and if she accept you have to pay a money for she and you have to protect she and drive instead of she, and pay to what she want!! I swear there isn't a conservative society, preserves the dignity of men and women, and achieve the concept of justice, not equality. AND Allah says on Quran (?????? ?????? ???????? ???? ??? ????????? ?????????? ???? ??????? ??????? ???? ???????????? ?????? ???????? ?????? ???? ?????? ??????????? ) Alanaam *116* translation: And in case you obey most of whoever are on earth, (Literally: in the earth) they will make you err away from the way of Allah; decidedly they closely follow nothing except surmise, and decidedly they do (nothing) except conjecture.%%
    ","Terrorists people , backward people , they covered their women and do n't respect them ' In fact , women in Saudi Arabia are lucky , They like the queens on Europe , you ca n't touch strange woman I mean & quot ; Woman not from your family & quot ; ."
173,35051,80.0,sa,610478,1,5,5,Updating your online profile,"
      Iam Najwan Alem .Iam 33 years old. Iam  a housewife. My nationality is sudui
    ",Iam a housewife .
174,142186,80.0,sa,617210,4,2,26,Describing routines,"
      Saleh Plays football once a week on Saturday at night. washes the dishes every day. Does the homework every night at 8 pm. ME I play football once a week on Friday at 9 pm. I never go shopping on weekend it wastes my time . I always read books every day at 5 pm. I rarely play video games I'm not intrested in games.
    ",washes the dishes every day .
175,142186,80.0,sa,617210,4,2,26,Describing routines,"
      Saleh Plays football once a week on Saturday at night. washes the dishes every day. Does the homework every night at 8 pm. ME I play football once a week on Friday at 9 pm. I never go shopping on weekend it wastes my time . I always read books every day at 5 pm. I rarely play video games I'm not intrested in games.
    ",Does the homework every night at 8 pm .
176,37423,95.0,ye,621060,10,6,78,Describing a terrifying experience,"
      Really you dont know how a beautiful day could turn out to a terrifying day. It was a beautiful sunny, my friend was going out to work as usual round about eight in the morning.  She went into coffee pot and came out carrying her usual non-fat mocha latte coffee in one hand, her laptop in the other, her handbag over her shoulder. While she was approaching the corner at Elm and Fourth, she saw a young couple get out of car. They left engine running and the stereo playing  talk about noise and air pollution. My friend was surprised when they suddenly began vandalizing the local newsagents. They were breaking window with a hammer, and throwing paint on the store front. My friend didnt know what to do but as a good citizen, she decided to go over to them to see if she could get them to stop.%% Suddenly the young women came at my friend waving a gun!  My friend really gets a good look at that young women- she had very long hair over her eyes and face. She pushed the gun into my friend stomach, and started talking very fast about consumerism and the evils of the modern world. My friend was shaking so much and while the young woman was talking so quickly that my friend couldnt understand her. My friend was terrified she was going to shot her, it was just so surprising. After what seemed like a lifetime, but was probably only a few seconds really, the young woman grabbed the laptop off my friend and ran off down the street. A passer-by a nice handsome looking guy chased the young woman and caught her by the hair, which came off in his hands! Turns out it was a wig and the young woman wasnt a young woman at all, but a teenage boy.  They havent caught the couple yet; my friend scared to leave the house and just astounded that a perfect normal day could turn out like this in this town.
    ","Turns out it was a wig and the young woman wasnt a young woman at all , but a teenage boy ."
177,102387,95.0,sa,623066,2,2,10,Writing a birthday invitation,"
      Hi, I am 34 on sunday.  I am having a party at my house. Lets eat cake, dance, and sing song. The party starts at 9o'clock. Hope you can come.
    ","Lets eat cake , dance , and sing song ."
178,102387,95.0,sa,623091,5,5,37,Filling out an insurance claim form,"
      I just saw Rear Window. What an amazing movie' Rear Window was made in 1954 and was directed by the famous Alfred Hitchcock. Rear Window is a dark story, like most Hitchcock movies. L.B is played by James Stewart. L.B is a photographer, but his leg is broken. He has to stay home, so he watches his neighbors through their windows. I felt sorry for his poor neighbors' Soon, L.B. begins using his camera to fight evil. I saw the remake in 1998, but it's not the same. Daryl Hannah's acting was dreadful!
    ",begins using his camera to fight evil .
179,59889,95.0,sa,624629,3,6,22,Writing your online profile,"
      Name: Azhar , but my friends say ZoZ Age: 23 Birthday: June of 12th Like doing: cooking,swimming, singing and shopping. Lives in: Saudi Arabia. Favorite Season: spring Color: blue Animal: small fish Time: morning Day: Friday Number: 4 I can swim,but I can't Play soccer .%%
    ",Lives in : Saudi Arabia .
180,133838,95.0,sa,626434,1,5,5,Updating your online profile,"
      My name is zaid . Iam 19 years old . Iam a student . Iam from saudi arabia . I live in Abha . I like my work .
    ",Iam a student .
181,132076,95.0,jo,634417,2,4,12,Buying clothes from a catalog,"
      Hi ! Guys the online catalog has Amazing clothing offers . They have a white sneakers size 9.0, they only 79.00$. White t-shirt medium size only 30.00 $.Black shoes size 9.0 ,they only 59.00 $.  Small size pink sweater only 69.%%00$. Brown belt medium size 29.00 $.Large brown pants 39.99$. Blue medium size shirt only 30.00.  Do you want me to buy any of them ? Answer my quickly , I will confirm the order soon . mahmud
    ",Guys the online catalog has Amazing clothing offers .
182,132076,90.0,jo,634433,4,4,28,Writing about what you like doing,"
      Hi ! Thanks for your email. In my birthday I'd like skiing because it's exciting ,fun and it's available now we are in the winter. I can scuba dive but it's not good idea because it's too cold now. I love playing basketball because it's interesting , I love this game. we can do yoga also it's relaxing.  I love music but I can't play any musical instruments.%% I like listening to music because it's relaxing and fun.  Thanks a lot see you soon.  Mahmud
    ",Thanks a lot see you soon .
